3 00000000000000000000000001000000, 0.000000, 0.000000, 1230.25, -109, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 1218.76, -112, 5
3 00000000000000000000000001000000, 0.000000, 0.000000, 1205.92, -113, 5
3 00000000000000000000000001000000, 0.000000, 0.000000, 1188.77, -115, 4
3 00000000000000000000000001000000, 0.000000, 0.000000, 1172.89, -114, 1
3 00000000000000000000000001000000, 0.000000, 0.000000, 1160.43, -111, 6
3 00000000000000000000000001000000, 0.000000, 0.000000, 1130.71, -115, 0
3 00000000000000000000000001000000, 0.000000, 0.000000, 1116.28, -110, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 1102.87, -110, 7
3 00000000000000000000000001000000, 0.000000, 0.000000, 1088.09, -111, 5
3 00000000000000000000000001000000, 0.000000, 0.000000, 1073.22, -112, 4
3 00000000000000000000000001000000, 0.000000, 0.000000, 1058.54, -113, 5
3 00000000000000000000000001000000, 0.000000, 0.000000, 1033.29, -116, 0
3 00000000000000000000000001000000, 0.000000, 0.000000, 1020.81, -110, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 1008.10, -105, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 981.59, -114, 0
3 00000000000000000000000001000000, 0.000000, 0.000000, 967.20, -110, 7
3 00000000000000000000000001000000, 0.000000, 0.000000, 951.52, -115, 0
3 00000000000000000000000001000000, 0.000000, 0.000000, 931.86, -113, 4
3 00000000000000000000000001000000, 0.000000, 0.000000, 914.71, -108, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 900.09, -109, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 886.14, -112, 6
3 00000000000000000000000001000000, 0.000000, 0.000000, 872.43, -115, 2
3 00000000000000000000000001000000, 0.000000, 0.000000, 859.30, -106, 9
3 00000000000000000000000001000000, 0.000000, 0.000000, 848.11, -104, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 833.52, -103, 10
3 00000000000000000000000001000000, 0.000000, 0.000000, 816.51, -104, 13
3 00000000000000000000000001000000, 0.000000, 0.000000, 801.56, -104, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 788.39, -110, 7
3 00000000000000000000000001000000, 0.000000, 0.000000, 776.37, -109, 7
3 00000000000000000000000001000000, 0.000000, 0.000000, 766.14, -108, 9
3 00000000000000000000000001000000, 0.000000, 0.000000, 752.43, -112, 4
3 00000000000000000000000001000000, 0.000000, 0.000000, 736.43, -116, 1
3 00000000000000000000000001000000, 0.000000, 0.000000, 720.06, -116, 0
3 00000000000000000000000001000000, 0.000000, 0.000000, 692.33, -117, 0
3 00000000000000000000000001000000, 0.000000, 0.000000, 665.69, -105, 9
3 00000000000000000000000001000000, 0.000000, 0.000000, 652.36, -98, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 639.10, -105, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 623.20, -96, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 608.38, -96, 12
3 00000000000000000000000001000000, 0.000000, 0.000000, 598.52, -96, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 586.48, -99, 14
3 00000000000000000000000001000000, 0.000000, 0.000000, 571.65, -103, 9
3 00000000000000000000000001000000, 0.000000, 0.000000, 544.99, -111, 4
3 00000000000000000000000001000000, 0.000000, 0.000000, 533.49, -108, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 505.18, -99, 14
3 00000000000000000000000001000000, 0.000000, 0.000000, 493.12, -97, 10
3 00000000000000000000000001000000, 0.000000, 0.000000, 461.35, -113, 1
3 00000000000000000000000001000000, 0.000000, 0.000000, 445.03, -107, 6
3 00000000000000000000000001000000, 0.000000, 0.000000, 427.17, -105, 9
3 00000000000000000000000001000000, 0.000000, 0.000000, 414.29, -103, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 376.02, -105, 9
3 00000000000000000000000001000000, 0.000000, 0.000000, 362.77, -108, 8
